"filename", "language", "YAML", "Python", "Markdown", "C++", "Objective-C++", "XML", "JSON", "C", "JavaScript", "Makefile", "C#", "GDScript", "GDResource", "Properties", "GDScene", "Shell Script", "Diff", "Groovy", "Batch", "Java", "Swift", "HTML", "Objective-C", "comment", "blank", "total"
"f:\project\C++\next-engine\core\input\input.compat.inc", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 42
"f:\project\C++\next-engine\core\input\input.cpp", "C++", 0, 0, 0, 1497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 295, 1906
"f:\project\C++\next-engine\core\input\input.h", "C++", 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 76, 403
"f:\project\C++\next-engine\core\input\input_builders.py", "Python", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 64
"f:\project\C++\next-engine\core\input\input_enums.h", "C++", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 15, 164
"f:\project\C++\next-engine\core\input\input_event.cpp", "C++", 0, 0, 0, 1486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 398, 1936
"f:\project\C++\next-engine\core\input\input_event.h", "C++", 0, 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 186, 623
"f:\project\C++\next-engine\core\input\input_event_codec.cpp", "C++", 0, 0, 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 72, 475
"f:\project\C++\next-engine\core\input\input_event_codec.h", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 50
"f:\project\C++\next-engine\core\input\input_map.compat.inc", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 42
"f:\project\C++\next-engine\core\input\input_map.cpp", "C++", 0, 0, 0, 669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 176, 906
"f:\project\C++\next-engine\core\input\input_map.h", "C++", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 24, 118
"f:\project\C++\next-engine\core\input\shortcut.cpp", "C++", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 24, 132
"f:\project\C++\next-engine\core\input\shortcut.h", "C++", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 57
"f:\project\C++\next-engine\core\io\compression.cpp", "C++", 0, 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 51, 372
"f:\project\C++\next-engine\core\io\compression.h", "C++", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 60
"f:\project\C++\next-engine\core\io\config_file.cpp", "C++", 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 67, 339
"f:\project\C++\next-engine\core\io\config_file.h", "C++", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17, 78
"f:\project\C++\next-engine\core\io\dir_access.cpp", "C++", 0, 0, 0, 536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 114, 687
"f:\project\C++\next-engine\core\io\dir_access.h", "C++", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 34, 177
"f:\project\C++\next-engine\core\io\dtls_server.cpp", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 48
"f:\project\C++\next-engine\core\io\dtls_server.h", "C++", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 9, 55
"f:\project\C++\next-engine\core\io\file_access.compat.inc", "C++", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 20, 113
"f:\project\C++\next-engine\core\io\file_access.cpp", "C++", 0, 0, 0, 821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 197, 1060
"f:\project\C++\next-engine\core\io\file_access.h", "C++", 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 55, 284
"f:\project\C++\next-engine\core\io\file_access_compressed.cpp", "C++", 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 63, 414
"f:\project\C++\next-engine\core\io\file_access_compressed.h", "C++", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 22, 112
"f:\project\C++\next-engine\core\io\file_access_encrypted.cpp", "C++", 0, 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 71, 354
"f:\project\C++\next-engine\core\io\file_access_encrypted.h", "C++", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 24, 111
"f:\project\C++\next-engine\core\io\file_access_memory.cpp", "C++", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 38, 169
"f:\project\C++\next-engine\core\io\file_access_memory.h", "C++", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 18, 84
"f:\project\C++\next-engine\core\io\file_access_pack.cpp", "C++", 0, 0, 0, 499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 124, 673
"f:\project\C++\next-engine\core\io\file_access_pack.h", "C++", 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 66, 299
"f:\project\C++\next-engine\core\io\file_access_zip.cpp", "C++", 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 74, 341
"f:\project\C++\next-engine\core\io\file_access_zip.h", "C++", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 30, 122
"f:\project\C++\next-engine\core\io\gdscript_http_server_example\http_file_router.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 13, 173
"f:\project\C++\next-engine\core\io\gdscript_http_server_example\http_request.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 53
"f:\project\C++\next-engine\core\io\gdscript_http_server_example\http_response.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 17, 174
"f:\project\C++\next-engine\core\io\gdscript_http_server_example\http_router.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 14, 77
"f:\project\C++\next-engine\core\io\gdscript_http_server_example\http_server.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 42, 311
"f:\project\C++\next-engine\core\io\http_client.cpp", "C++", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 29, 265
"f:\project\C++\next-engine\core\io\http_client.h", "C++", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 34, 207
"f:\project\C++\next-engine\core\io\http_client_tcp.cpp", "C++", 0, 0, 0, 659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 85, 798
"f:\project\C++\next-engine\core\io\http_client_tcp.h", "C++", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 13, 102
"f:\project\C++\next-engine\core\io\http_file_router.cpp", "C++", 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 197
"f:\project\C++\next-engine\core\io\http_file_router.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 14, 67
"f:\project\C++\next-engine\core\io\http_request.cpp", "C++", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 61
"f:\project\C++\next-engine\core\io\http_request.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 54
"f:\project\C++\next-engine\core\io\http_response.cpp", "C++", 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 169
"f:\project\C++\next-engine\core\io\http_response.h", "C++", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 19, 88
"f:\project\C++\next-engine\core\io\http_router.cpp", "C++", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47
"f:\project\C++\next-engine\core\io\http_router.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 13, 74
"f:\project\C++\next-engine\core\io\http_server.cpp", "C++", 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 277
"f:\project\C++\next-engine\core\io\http_server.h", "C++", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 28, 120
"f:\project\C++\next-engine\core\io\image.cpp", "C++", 0, 0, 0, 3611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 642, 4410
"f:\project\C++\next-engine\core\io\image.h", "C++", 0, 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 91, 459
"f:\project\C++\next-engine\core\io\image_loader.cpp", "C++", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 38, 211
"f:\project\C++\next-engine\core\io\image_loader.h", "C++", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 21, 110
"f:\project\C++\next-engine\core\io\ip.cpp", "C++", 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 63, 354
"f:\project\C++\next-engine\core\io\ip.h", "C++", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 23, 112
"f:\project\C++\next-engine\core\io\ip_address.cpp", "C++", 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 30, 242
"f:\project\C++\next-engine\core\io\ip_address.h", "C++", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 101
"f:\project\C++\next-engine\core\io\json.cpp", "C++", 0, 0, 0, 1301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 257, 1604
"f:\project\C++\next-engine\core\io\json.h", "C++", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 20, 127
"f:\project\C++\next-engine\core\io\logger.cpp", "C++", 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 46, 272
"f:\project\C++\next-engine\core\io\logger.h", "C++", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 26, 140
"f:\project\C++\next-engine\core\io\marshalls.cpp", "C++", 0, 0, 0, 1728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 353, 2153
"f:\project\C++\next-engine\core\io\marshalls.h", "C++", 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 46, 228
"f:\project\C++\next-engine\core\io\missing_resource.cpp", "C++", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15, 95
"f:\project\C++\next-engine\core\io\missing_resource.h", "C++", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 12, 63
"f:\project\C++\next-engine\core\io\net_socket.cpp", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 43
"f:\project\C++\next-engine\core\io\net_socket.h", "C++", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 81
"f:\project\C++\next-engine\core\io\packed_data_container.cpp", "C++", 0, 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 61, 402
"f:\project\C++\next-engine\core\io\packed_data_container.h", "C++", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 21, 102
"f:\project\C++\next-engine\core\io\packet_peer.cpp", "C++", 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 65, 327
"f:\project\C++\next-engine\core\io\packet_peer.h", "C++", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 30, 126
"f:\project\C++\next-engine\core\io\packet_peer_dtls.cpp", "C++", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 6, 56
"f:\project\C++\next-engine\core\io\packet_peer_dtls.h", "C++", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 66
"f:\project\C++\next-engine\core\io\packet_peer_udp.cpp", "C++", 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 61, 383
"f:\project\C++\next-engine\core\io\packet_peer_udp.h", "C++", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17, 99
"f:\project\C++\next-engine\core\io\pck_packer.cpp", "C++", 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 53, 277
"f:\project\C++\next-engine\core\io\pck_packer.h", "C++", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 12, 72
"f:\project\C++\next-engine\core\io\plist.cpp", "C++", 0, 0, 0, 761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 64, 872
"f:\project\C++\next-engine\core\io\plist.h", "C++", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 25, 126
"f:\project\C++\next-engine\core\io\remote_filesystem_client.cpp", "C++", 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 56, 330
"f:\project\C++\next-engine\core\io\remote_filesystem_client.h", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 62
"f:\project\C++\next-engine\core\io\resource.cpp", "C++", 0, 0, 0, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 151, 867
"f:\project\C++\next-engine\core\io\resource.h", "C++", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 46, 213
"f:\project\C++\next-engine\core\io\resource_format_binary.cpp", "C++", 0, 0, 0, 2066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 384, 2545
"f:\project\C++\next-engine\core\io\resource_format_binary.h", "C++", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 36, 191
"f:\project\C++\next-engine\core\io\resource_importer.cpp", "C++", 0, 0, 0, 457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 107, 602
"f:\project\C++\next-engine\core\io\resource_importer.h", "C++", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 37, 174
"f:\project\C++\next-engine\core\io\resource_loader.cpp", "C++", 0, 0, 0, 1223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 258, 1586
"f:\project\C++\next-engine\core\io\resource_loader.h", "C++", 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 66, 317
"f:\project\C++\next-engine\core\io\resource_saver.cpp", "C++", 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 58, 294
"f:\project\C++\next-engine\core\io\resource_saver.h", "C++", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19, 105
"f:\project\C++\next-engine\core\io\resource_uid.cpp", "C++", 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 55, 383
"f:\project\C++\next-engine\core\io\resource_uid.h", "C++", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19, 96
"f:\project\C++\next-engine\core\io\stream_peer.cpp", "C++", 0, 0, 0, 578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 112, 723
"f:\project\C++\next-engine\core\io\stream_peer.h", "C++", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 34, 158
"f:\project\C++\next-engine\core\io\stream_peer_gzip.cpp", "C++", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 23, 211
"f:\project\C++\next-engine\core\io\stream_peer_gzip.h", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 15, 74
"f:\project\C++\next-engine\core\io\stream_peer_tcp.cpp", "C++", 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 58, 340
"f:\project\C++\next-engine\core\io\stream_peer_tcp.h", "C++", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17, 94
"f:\project\C++\next-engine\core\io\stream_peer_tls.cpp", "C++", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 8, 62
"f:\project\C++\next-engine\core\io\stream_peer_tls.h", "C++", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 12, 68
"f:\project\C++\next-engine\core\io\tcp_server.cpp", "C++", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 133
"f:\project\C++\next-engine\core\io\tcp_server.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 9, 61
"f:\project\C++\next-engine\core\io\translation_loader_po.cpp", "C++", 0, 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 50, 375
"f:\project\C++\next-engine\core\io\translation_loader_po.h", "C++", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 6, 51
"f:\project\C++\next-engine\core\io\udp_server.cpp", "C++", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 25, 206
"f:\project\C++\next-engine\core\io\udp_server.h", "C++", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 12, 78
"f:\project\C++\next-engine\core\io\xml_parser.cpp", "C++", 0, 0, 0, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 102, 559
"f:\project\C++\next-engine\core\io\xml_parser.h", "C++", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 19, 128
"f:\project\C++\next-engine\core\io\zip_io.cpp", "C++", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 186
"f:\project\C++\next-engine\core\io\zip_io.h", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 12, 63
"f:\project\C++\next-engine\core\markdown\markdown_node.cpp", "C++", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22, 100
"f:\project\C++\next-engine\core\markdown\markdown_node.h", "C++", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 87
"f:\project\C++\next-engine\core\markdown\markdown_parser.cpp", "C++", 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 117
"f:\project\C++\next-engine\core\markdown\markdown_parser.h", "C++", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31
"f:\project\C++\next-engine\core\math\a_star.compat.inc", "C++", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 9, 60
"f:\project\C++\next-engine\core\math\a_star.cpp", "C++", 0, 0, 0, 710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 210, 961
"f:\project\C++\next-engine\core\math\a_star.h", "C++", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 46, 233
"f:\project\C++\next-engine\core\math\a_star_grid_2d.compat.inc", "C++", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 49
"f:\project\C++\next-engine\core\math\a_star_grid_2d.cpp", "C++", 0, 0, 0, 630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 141, 805
"f:\project\C++\next-engine\core\math\a_star_grid_2d.h", "C++", 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 49, 232
